회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
핸디소프트,220180,소프트웨어 개발 및 공급업,"EKP, BPM, 네트워크장비",2016-11-24,12월,최호규,http://www.handysoft.co.kr,경기도
현대공업,170030,자동차 신품 부품 제조업,"시트패드, 암레스트, 헤드레스트",2013-12-04,12월,강현석,http://www.hdi21.co.kr,울산광역시
휴맥스홀딩스,28080,기타 금융업,위성방송수신기,1997-04-16,12월,변대규,http://www.humaxdigital.com,경기도
KC산업,112190,"시멘트, 석회, 플라스터 및 그 제품 제조업",철강보강콘크리트제품,2016-05-31,12월,"이강주, 이홍재",http://www.kccond.co.kr,경기도
TS트릴리온,284610,기타 화학제품 제조업,탈모 샴푸 및 헤어케어 제품 등,2017-12-22,12월,장기영,http://www.talmo.com,서울특별시
구스앤홈,329050,직물직조 및 직물제품 제조업,"구스 다운 침구류(이불, 베개, 커버류 등)",2019-07-12,12월,이재일,http://gooseandhome.com,서울특별시
노브메타파마,229500,자연과학 및 공학 연구개발업,대사질환 신약 개발 및 건강기능식픔,2015-10-28,12월,황선욱,http://www.novmeta.com,서울특별시
듀켐바이오,176750,의약품 제조업,"방사성의약품, 의료기기, 장비, 암진단의약품 도매, 무역 장비 임대 암진단의약품 등 제조",2014-12-29,12월,김종우,http://www.duchembio.com,서울특별시
비플라이소프트,148780,소프트웨어 개발 및 공급업,"아이서퍼, e-NIE, 파오인 등",2016-11-16,12월,임경환,http://www.bflysoft.co.kr,서울특별시
썬테크,217320,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","자기진단형 발전기, 영구자석 회전자 발전기",2015-04-29,12월,이선휴,http://www.sun-tech.co.kr,전라남도
알로이스,271400,통신 및 방송 장비 제조업,위성 및 IPTV용 셋톱박스,2017-07-07,12월,권충식,http://www.aloys.co.kr,경기도
에스알바이오텍,270210,기타 화학제품 제조업,화장품 제조 및 유통,2017-06-15,12월,송병호,,경기도
위세아이텍,65370,소프트웨어 개발 및 공급업,"WISE Intelligence, WISE DQ, WISE Prophet 등",2018-04-02,12월,김종현,http://www.wise.co.kr,경기도
제놀루션,225220,의약품 제조업,"RNAi, 핵산추출기기",2015-08-03,12월,김기옥,http://www.genolution1.com,서울특별시
테크엔,308700,전구 및 조명장치 제조업,LED조명장치,2018-12-21,12월,이영섭,http://www.techen.co.kr,대구광역시
티케이씨,191600,전자부품 제조업,,2016-08-05,12월,김상봉,http://www.e-tkc.com,인천광역시
플럼라인생명과학,222670,자연과학 및 공학 연구개발업,"강아지암치료제,돼지DNA테라피",2015-07-28,12월,김앤토니경태,http://www.plumblinels.com,서울특별시
휴럼,284420,기타 식품 제조업,"건강기능식품, 유산균 관련 제품",2017-12-12,12월,김진석,http://hurum.co.kr,서울특별시
KB캐피탈,21960,기타 금융업,"시설대여,렌탈,팩토링",1996-11-19,12월,황 수 남,http://www.kbcapital.co.kr,경기도
LG금속,170,,"유동화자산운용,기타금융",1975-12-13,12월,,,서울특별시
갑을,9840,,"나일론직물,폴리에스터직물,레이온직물,면직물 염색,가공,수출",1989-08-01,12월,박창호,http://www.kabool.co.kr,대구광역시
경성전기,28740,,,1956-03-03,12월,,,
계몽사,11840,,"아동도서,학습지,잡지",1989-07-28,09월,"홍승표,김성래",http://www.kemongsa.co.kr,서울특별시
고려증권,2730,,,1986-11-29,03월,,,
고합물산,7380,,,1990-07-18,12월,,,
국민은행,60000,은행 및 저축기관,"은행,신탁,보험,부동산 임대",2001-11-09,12월,허인,http://www.kbstar.com,서울특별시
금강산업,28970,,,1978-03-16,12월,,,
금성기전,7230,,,1977-05-27,12월,,,
금성통신,6270,,,1974-07-31,12월,,,
기온물산,28510,,,1991-02-09,12월,,,
다산리츠,105380,부동산 임대 및 공급업,,2010-09-09,12월,"이화열 , 명재은 (각자대표)",http://www.dasanreit.com,서울특별시
다함이텍,9280,회사 본부 및 경영 컨설팅 서비스업,"녹음기부품,카세트테이프레코더,동 데크메카니즘,CDP,플로직시스템 제조",1988-09-27,12월,안응수(단독대표이사),http://www.da-haam.com,서울특별시
대구종금,14390,,,1988-01-18,03월,,,
대신불펀드일,36390,재 보험업,,1999-09-29,,양유식,,
대아리드선,9940,,"전자부품(리드선,CP선,알루미늄선) 제조,도매",1989-09-05,12월,송 민 규,http://www.daealead.com,서울특별시
대우정밀공업,15730,,,1993-01-20,12월,,,부산광역시
대한염업,28890,,,1966-03-18,12월,,,
동국전자,12220,,,1989-08-22,12월,,,
동산씨앤지,1400,,,1976-06-08,12월,이규화,,부산광역시
동서호라이즌증권,1090,,,1975-09-30,03월,,,
동신,12270,,"주택,상가 건설,분양/토목공사,전기공사,포장공사,소방설비공사,철강재설치공사,해외건설/재건축사업",1989-08-25,12월,김재옥,http://www.edongshin.co.kr,서울특별시
동화은행,21310,,,1996-07-03,12월,,,
두산백화,330,,,1973-12-28,12월,,,전라북도
두산테크팩,1690,,,1972-10-17,12월,,http://www.doosanpack.co.kr,
레이디,25840,,,1995-10-05,09월,진병우,http://www.lady.co.kr,인천광역시
리젠트종금,15650,재 보험업,,1988-07-19,03월,,,
리젠트화재보험,1030,금융 지원 서비스업,,1962-07-13,03월,김주형,http://www.haedong.co.kr,서울특별시
마이크로닉스,1190,방적 및 가공사 제조업,"화섬사,쉐타,양말 제조/아파트건설 분양",1988-10-20,12월,이한영,http://www.daeyu.com,충청북도
만도기계,5790,,"자동차부품(냉방열기,내연기기부품,후크,운전대),에어컨 제조,도매",1988-01-25,12월,,,
미우,9990,,,1988-06-21,12월,,,
바다로3호,92630,,운수장비 임대,2006-11-02,12월,이재붕,http://www.globalmarifin.com,제주특별자치도
반도목재,29250,,,1976-03-22,12월,,,
벽산건설,2530,건물 건설업,"건설공사/주택 분양,임대,판매",1975-06-30,12월,정민호,http://www.becco.co.kr/,인천광역시
부산은행,5280,은행 및 저축기관,"은행,외국환업무,신탁업무",1972-06-15,12월,빈대인,http://www.busanbank.co.kr,부산광역시
부흥,3930,,"신사복(쟌피엘) 제조,판매",1976-06-30,12월,최수연,http://www.boohung.co.kr,서울특별시
산은캐피탈,8270,재 보험업,"시설대여,신기술사업자에 대한 투자,융자,팩토링,주식투자,리스",1995-03-17,12월,노치용,http://www.kdbcapital.co.kr,서울특별시
삼도물산,2930,,"의류(청바지,쟈켓,셔츠,스커트류),지퍼 제조,도매,부동산임대업",1976-04-28,12월,박태환,http://www.samdo.co.kr,
삼양종금,14450,,,1988-10-26,03월,,,
삼익주택,5580,,"아파트,국내공사",1976-12-28,12월,,,
삼화프라스틱,28950,,,1975-05-16,12월,,,
새한종금,11960,,,1989-10-16,03월,,,
서울저축은행,16560,은행 및 저축기관,상호신용금고/부동산 임대,1996-11-19,06월,박영진,http://www.seoulbanking.co.kr,서울특별시
선진지주,14300,"곡물가공품, 전분 및 전분제품 제조업","배합사료(양돈용사료,양계용사료,축우용사료),육가공품,식육제품 제조",1994-01-14,12월,김홍국,http://www.sj.co.kr,서울특별시
스타리스,18020,재 보험업,"시설대여,팩토링",1996-11-19,03월,오광형,http://www.hanvitlease.co.kr,서울특별시
신광기업,1580,,"형광등,전구식형광,안정기,등기구 도매,제조",1988-10-26,03월,박 수 종,http://www.sklite.co.kr,충청남도
신동방CP,4660,,"전분,전분당 제조",1977-06-30,12월,김범조(대표이사),http://www.sdbcp.com,서울특별시
신원제이엠씨,1160,,,1978-07-28,12월,백 갑 종,,서울특별시
신한금융투자,8670,,"유가증권 매매,위탁매매,유가증권 인수,주선/부동산 임대",1986-12-19,12월,사장 김형진,http://www.shinhaninvest.com,서울특별시
신한종금,16350,,,1988-05-06,03월,,,
신한카드,32710,재 보험업,"신용카드,팩토링,할부금융,리스,자산부채종합관리",2002-04-22,12월,임영진,http://www.shinhancard.com,서울특별시
아시아5호,82240,,운송장비 임대,2005-03-16,12월,신주선,http://www.koreashipfinance.com,부산광역시
아이넥스,8440,,,1988-06-20,12월,차동천,http://www.hansol.co.kr,경기도
양우화학공업,28590,,,1990-09-10,12월,,,
우단,16260,,,1989-11-11,12월,,,
울산실업,29100,,,1978-01-30,12월,,,
장인환1호,36870,재 보험업,,1999-11-30,,장인환,,
중원전자,28610,,,1988-07-28,12월,,,
청구,11510,,"주택건설,건축공사,토목공사/부동산 임대,공급,신축판매",1994-08-12,12월,윤광언,http://www.chonggu.co.kr,대구광역시
코크렙1호부동산투자,67910,,"부동산 임대,공급",2002-05-30,12월,제경호,,서울특별시
태양이앤테크,13070,,,1988-09-09,12월,,,
태창목재공업,29140,,,1975-12-27,12월,,,
태평양제약,16570,의약품 제조업,"의약품(이리트렌,리비탈,케토톱) 제조,판매",1988-09-22,12월,안원준,http://www.pacificpharm.co.kr,서울특별시
평산차업,950010,회사 본부 및 경영 컨설팅 서비스업,지주회사,2007-11-26,12월,Cai Yangbo,http://www.huafeng.com.hk,케이맨 제도
플래티넘2호,34850,재 보험업,,1999-06-09,,이인섭,,
피어리스,2130,,,1989-07-25,12월,조중민,http://www.peeres.co.kr,경기도
한국고덴시,27840,반도체 제조업,"광반도체소자(포토센서,포토커플러,포토TR),실내용전광판(LDM,픽셀),광반도체응용제품,프린터용센서(광센서),프린터용해드,광통신부품 제조/무역",1997-11-25,12월,나카지마 히로카즈,http://www.kodenshi.co.kr,전라북도
한국물산,11820,,,1988-09-01,12월,,,
한국주택은행,27460,보험업,,1996-03-07,12월,김정태,http://www.hncbworld.com,
한메NS,6150,,P.C.B원판(인쇄회로판) 제조,1994-08-12,12월,박윤제,http://www.hanmens.com,경상북도
한스종금,12710,재 보험업,,1994-09-16,03월,,,
현대푸드,114410,음식점업,단체급식,2009-12-17,12월,이규성,http://www.hyundaifoodsystem.com,서울특별시
환영철강공업,12670,,"전기로제강(철근,형강,압연제품,환봉,앵글,평철,찬넬,마환봉) 제조",1989-12-16,12월,이상직,http://www.shinbo.co.kr,부산광역시
CJ엔터테인,49370,,"영화배급, 비디오판매",2002-02-05,12월,박동호,http://www.cjent.co.kr,서울특별시
IC코퍼레이션,80570,토목 건설업,하수종말처리장,2005-01-19,12월,정광명,http://www.icc.co.kr/index.html,경상북도
KNS홀딩스,36760,전자부품 제조업,"VGACard,SoundCard,MainBoard",1999-12-10,12월,황병돈,http://www.knsholdings.co.kr,경기도
KTB더블채권1-MF,45800,,유가증권등의 매매등을 통한 자산의 투자·운용업무,2000-07-18,06월,임한규,,서울특별시
KTB전환형41,38760,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무",2000-03-31,,조영찬,,서울특별시
SK브로드밴드,33630,전기 통신업,시내전화서비스,1998-11-12,12월,이인찬,http://www.skbroadband.com,서울특별시
교보그로쓰,35970,,유가증권등의 매매등을 통한 자산의 투자·운용업무,1999-10-29,,방기헌,,서울특별시
국제엘렉트릭,53740,특수 목적용 기계 제조업,반도체제조용 Diffusion Furnace 및 LP-CVD,2003-03-21,03월,"장재영, 이즈미 쇼이치로",http://www.kekorea.co.kr,충청남도
그로웰전자,9220,,"알미늄 다이캐스팅 제품, 자동판매기부품,지폐계수기등",1994-10-07,12월,박정서,http://www.growell.co.kr,서울특별시
그로웰텔레콤,35780,,"기간망 장비, 전송장비, 선로장비, 광전송장비",2000-01-13,12월,김인형,http://www.growell.co.kr,인천광역시
글로벌하이1,38770,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무",2000-03-17,,김황래,,서울특별시
금성제관,18840,,,1996-07-01,12월,,,경상남도
남송개발,6000,,임대업,1996-07-01,12월,김태진,,서울특별시
네스테크,37540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",차량진단스캐너단말기,1999-12-21,12월,조완규,http://www.nex-tek.com,서울특별시
넥스지,81970,소프트웨어 개발 및 공급업,"보안관제서비스,인터넷정보보안제품",2007-08-20,12월,오창헌,http://www.nexg.net,서울특별시
넥스콘테크,38990,일차전지 및 축전지 제조업,배터리보호회로,2000-05-23,12월,김종환,http://www.nexcontech.com,충청남도
다임알짜1호-MF,50350,,유가증권등의 매매등을 통한 자산의 투자·운용업무,2000-12-18,10월,김두남,,경기도
단성일렉트론,85990,특수 목적용 기계 제조업,"LCD/반도체제조장비용부품(디퓨저,서셉터,상부전극,하부전극)",2006-05-23,12월,이범 (단독대표),http://www.alentropy.com,경기도
대선조선,31990,선박 및 보트 건조업,"컨테이너 운반선, 예인선, 어업실습선",1997-01-07,12월,안강태,http://www.daesuns.co.kr,부산광역시
대전금고,6300,,대출이자,1996-07-01,06월,이용하,,대전광역시
더존디지털,45380,소프트웨어 개발 및 공급업,기업정보화솔루션 및 인터넷사업,2000-12-07,12월,육근승,http://www.thezone4u.net,서울특별시
동미전기,8330,,,1996-07-01,12월,,,경기도
디에스피,16040,자동차 신품 부품 제조업,BOA,1993-12-07,12월,함제열,,서울특별시
디이시스,53200,,"누전경보기, 전력보호용 계전기",2001-12-26,12월,안용균,http://www.deesys.com,경기도
마이다스30,43040,,유가증권등의 매매등을 통한 자산의 투자·운용업무,2000-06-16,03월,오종문,,서울특별시
마이다스페셜,39540,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무",2000-03-31,01월,오종문,,서울특별시
마이다스하이테크성장,36400,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무",1999-11-12,12월,강신조,http://www.midasasset.com,서울특별시
마이스코,88700,기타 금속 가공제품 제조업,플랜트용단조제품,2008-01-25,12월,이상명,http://www.mysco.co.kr,경상남도
마인,39500,,"여성의류, 기성정장",2000-03-16,08월,문미숙,,서울특별시
미래에셋드림펀드,34820,,"유가증권등의 매매등을 통한 자산의 투자,운용업무",1999-06-11,,김영일,,서울특별시
미래에셋실크로드이호,35310,,유가증권등의 매매등을 통한 자산의 투자·운용업무,1999-08-13,,손동식,,서울특별시
미래코리아1,42950,,유가증권등의 매매등을 통한 자산의 투자·운용업무,2000-06-16,02월,정태화,,서울특별시
바이오시스,35960,,"환자감기장치, 태아삼시장치",1999-12-03,12월,황오섭,http://www.biosys.com,강원도
